# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3] c_myRDF[4] c_myRDF[5] c_myRDF[6] c_myRDF[7] c_myRDF[8] c_myRDF[9] c_myRDF[10] c_myRDF[11] c_myRDF[12] c_myRDF[13] c_myRDF[14] c_myRDF[15] c_myRDF[16] c_myRDF[17] c_myRDF[18] c_myRDF[19] c_myRDF[20] c_myRDF[21]
1000 20
19 9.25 0.703075 7.48182 1.13339 27.4799 0.750557 27.4551 1.15989 9.50179 1.05546 9.25367 0.949982 9.73455 1.00476 9.98135 0.716205 7.46592 0.982008 28.8077 1.06788 29.4497
20 9.75 0.796313 8.71528 1.0254 32.2473 0.820854 31.2725 1.28235 11.4896 1.25499 11.1991 0.917277 11.1565 0.872642 11.3341 0.836972 8.76336 0.975667 33.345 0.973327 33.9762
81000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.7641 0.436047 0.000794304 0.000196307
6 2.75 0 0 0 0 8.56853 3.15957 0 0 0 0 0 0 0 0 0 0 1.34771 0.932995 0.403753 0.149077
7 3.25 0 0 0 0 1.80699 4.08946 0 0 0 0 2.61372 0.448356 0.128923 0.0221154 0 0 0.254411 1.06392 1.05719 0.693127
8 3.75 0 0 0.027081 0.0185403 0.0516521 4.12483 0 0 6.07531e-05 1.38484e-05 2.2972 0.972726 2.24046 0.533544 0.00492427 0.00112391 1.59802 2.15825 1.48549 1.7104
9 4.25 0.00578252 0.00169388 1.38008 1.23176 0.0377816 4.15805 0.013806 0.0040481 0.0278597 0.00818076 0.416916 1.09493 2.78157 1.34882 0.105497 0.0320437 1.22273 3.2334 1.56192 3.08379
10 4.75 0.193843 0.0725875 2.39994 3.86653 0.0763924 4.24193 0.43101 0.161815 0.444149 0.170755 0.778144 1.37975 0.910307 1.68203 0.540843 0.230015 0.581449 3.8719 1.16075 4.35843
11 5.25 2.3384 1.11728 1.20676 5.4847 0.236733 4.55945 1.86481 0.995542 1.40228 0.797701 0.797645 1.73637 0.479797 1.89654 1.08754 0.716238 0.785567 4.92554 1.05577 5.77447
12 5.75 2.58677 2.50338 0.963276 7.03392 0.604407 5.53178 2.47654 2.32352 1.94318 1.83967 0.672872 2.09718 0.527838 2.17958 1.43861 1.48767 0.958728 6.46782 0.680071 6.86849
13 6.25 0.365256 2.73458 0.864989 8.67738 1.1114 7.64392 1.59067 3.33118 2.1592 3.20746 0.79098 2.59825 0.673103 2.60597 1.49185 2.43272 0.980985 8.33212 0.72117 8.23903
14 6.75 0.507557 3.10932 0.749696 10.3387 1.44832 10.8541 0.954827 4.03664 1.75847 4.5067 0.988892 3.32887 0.858939 3.24059 1.33716 3.42065 1.10123 10.773 0.889538 10.2107
15 7.25 0.81855 3.80645 0.739542 12.2292 1.57291 14.8758 0.921678 4.82218 0.853646 5.23425 1.23508 4.38152 1.09287 4.17202 0.976732 4.2531 1.10089 13.5878 1.07015 12.9469
16 7.75 0.902421 4.68464 0.860221 14.7417 1.22248 18.4473 0.865859 5.6654 0.635305 5.85293 1.39935 5.74428 1.32402 5.46143 0.703677 4.93838 1.12368 16.8707 1.1879 16.4174
17 8.25 0.828466 5.59821 1.05053 18.2187 0.882923 21.3703 0.863879 6.6187 0.726982 6.65516 1.20378 7.07268 1.3856 6.99046 0.626087 5.62929 1.14072 20.6471 1.22569 20.4751
18 8.75 0.716041 6.48635 1.18449 22.6285 0.764932 24.2188 0.983328 7.8393 0.875171 7.74152 1.02458 8.34447 1.23951 8.52905 0.642596 6.42692 1.04511 24.539 1.1721 24.8399
19 9.25 0.71284 7.47445 1.12942 27.3275 0.742358 27.3081 1.16159 9.4506 1.05488 9.20483 0.961879 9.67874 1.00081 9.91734 0.728668 7.43769 0.986516 28.6443 1.06967 29.2913
20 9.75 0.789832 8.69082 1.02483 32.0645 0.819403 31.0966 1.29912 11.4527 1.25586 11.1403 0.921381 11.0987 0.880157 11.2738 0.846598 8.74243 0.975441 33.1542 0.972617 33.7882
82000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.77085 0.435328 0.000810176 0.000199223
6 2.75 0 0 0 0 8.63989 3.16848 0 0 0 0 0 0 0 0 0 0 1.35679 0.932896 0.391813 0.14389
7 3.25 0 0 0 0 1.79561 4.08747 0 0 0 0 2.6219 0.447303 0.122977 0.0209813 0 0 0.257099 1.06448 1.03087 0.671498
8 3.75 0 0 0.0269759 0.0183678 0.0509269 4.12215 0 0 0.000163522 3.7172e-05 2.31259 0.972308 2.18393 0.51678 0.00428973 0.000973761 1.59403 2.15012 1.49903 1.69243
9 4.25 0.0026068 0.000759475 1.3808 1.22558 0.0337979 4.15171 0.0164169 0.00478571 0.0225312 0.00660569 0.398754 1.08855 2.83589 1.34344 0.0948625 0.0286276 1.22534 3.22168 1.57434 3.06919
10 4.75 0.192856 0.070914 2.41319 3.86044 0.0775363 4.23639 0.44047 0.165138 0.442945 0.167856 0.767455 1.36793 0.923766 1.67973 0.516341 0.21659 0.576674 3.85147 1.15399 4.32948
11 5.25 2.37437 1.1259 1.18959 5.44689 0.235817 4.55097 1.85121 0.98826 1.39053 0.786141 0.798681 1.72305 0.464512 1.88626 1.08055 0.69705 0.771926 4.88116 1.06334 5.74788
12 5.75 2.58705 2.50454 0.965606 6.99137 0.594651 5.50234 2.46932 2.30514 1.93305 1.81704 0.674979 2.08301 0.520425 2.16381 1.41451 1.45142 0.956056 6.41075 0.676203 6.82974
13 6.25 0.348911 2.72421 0.865432 8.62666 1.10209 7.58535 1.57933 3.30015 2.20435 3.20582 0.790281 2.58091 0.674846 2.58898 1.49778 2.39503 0.988268 8.27862 0.718088 8.18697
14 6.75 0.495845 3.08829 0.736515 10.2498 1.45364 10.7897 0.941464 3.99193 1.73245 4.47881 0.988044 3.30692 0.861901 3.2223 1.34446 3.38293 1.10115 10.706 0.886687 10.1416
15 7.25 0.824438 3.78659 0.745975 12.1463 1.57452 14.7936 0.930482 4.78065 0.838398 5.18946 1.23225 4.35142 1.09079 4.1469 0.969227 4.20449 1.09999 13.5031 1.07214 12.8679
16 7.75 0.902478 4.66003 0.872413 14.6806 1.22542 18.3542 0.871073 5.62431 0.639769 5.8091 1.40644 5.7136 1.30974 5.41542 0.728605 4.91017 1.12183 16.7627 1.1871 16.3172
17 8.25 0.805942 5.54391 1.04824 18.131 0.884011 21.2647 0.867471 6.57634 0.728451 6.60857 1.2024 7.03322 1.40179 6.95388 0.641171 5.61382 1.14426 20.5302 1.22266 20.3428
18 8.75 0.731642 6.44649 1.18148 22.5056 0.759798 24.0787 0.970608 7.77457 0.878306 7.69286 1.01816 8.29015 1.24034 8.48509 0.658589 6.42686 1.04417 24.3973 1.17313 24.6875
19 9.25 0.735791 7.46084 1.12967 27.1799 0.74612 27.1666 1.17825 9.40009 1.05207 9.14426 0.965203 9.62174 0.992403 9.8542 0.722432 7.42353 0.984899 28.4736 1.06709 29.1039
20 9.75 0.791019 8.67234 1.01948 31.8666 0.819717 30.9359 1.30238 11.3963 1.25255 11.0641 0.922192 11.0352 0.878543 11.2008 0.83288 8.70012 0.976222 32.9624 0.971891 33.5728
83000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.78605 0.438248 0.00112465 0.000275996
6 2.75 0 0 0 0 8.66302 3.1711 0 0 0 0 2.78549e-05 3.40136e-06 0 0 0 0 1.34777 0.931603 0.389468 0.142843
7 3.25 0 0 6.36231e-05 3.25559e-05 1.79404 4.08761 0 0 0 0 2.64127 0.449777 0.123285 0.0209951 0 0 0.261679 1.06528 1.04638 0.677404
8 3.75 0 0 0.0297856 0.0202775 0.055296 4.12519 0 0 0.000341317 7.72595e-05 2.30299 0.971643 2.21172 0.522183 0.00333226 0.000755102 1.6073 2.15794 1.49607 1.69444
9 4.25 0.00212899 0.000619534 1.38535 1.22923 0.0318043 4.15295 0.0166279 0.00483673 0.0260342 0.00765233 0.413567 1.09197 2.81891 1.34238 0.0912415 0.0273025 1.21446 3.21804 1.57082 3.0656
10 4.75 0.182402 0.0668571 2.39916 3.84393 0.074765 4.23445 0.440652 0.164951 0.433739 0.165265 0.751617 1.3651 0.917565 1.67579 0.533658 0.221229 0.571698 3.84126 1.16537 4.33597
11 5.25 2.38069 1.12268 1.21549 5.46195 0.230105 4.54083 1.84293 0.982898 1.42367 0.797117 0.797154 1.71889 0.47988 1.88877 1.0809 0.700948 0.774257 4.87215 1.06034 5.74777
12 5.75 2.62992 2.52159 0.953376 6.98407 0.60294 5.50373 2.42934 2.27608 1.9343 1.82675 0.672834 2.07705 0.519167 2.16513 1.41131 1.45223 0.95846 6.40276 0.673609 6.82349
13 6.25 0.324392 2.72545 0.8604 8.60687 1.10699 7.59216 1.5919 3.27713 2.18182 3.19884 0.802237 2.58153 0.669108 2.5859 1.48185 2.38409 0.987664 8.26605 0.713971 8.17046
14 6.75 0.525846 3.11083 0.745981 10.2479 1.45418 10.7918 0.969092 3.98791 1.71175 4.45429 0.994723 3.31112 0.85583 3.2136 1.37918 3.39562 1.10331 10.6937 0.888983 10.1265
15 7.25 0.782305 3.77226 0.750539 12.1524 1.58095 14.8046 0.940107 4.78331 0.837788 5.16314 1.2082 4.33335 1.08454 4.13122 1.00248 4.2438 1.10065 13.4874 1.06738 12.8358
16 7.75 0.914114 4.65537 0.868806 14.6716 1.2251 18.3577 0.858094 5.61288 0.642066 5.78385 1.4075 5.69406 1.31877 5.40614 0.707657 4.92793 1.11707 16.7272 1.18679 16.2778
17 8.25 0.820921 5.55399 1.04667 18.1106 0.872929 21.2265 0.854486 6.54895 0.735372 6.58942 1.21044 7.02005 1.39699 6.93651 0.635479 5.62406 1.14366 20.4857 1.22365 20.2992
18 8.75 0.73541 6.45951 1.17715 22.4611 0.757575 24.027 0.993504 7.77318 0.870266 7.66181 1.0228 8.28038 1.23905 8.46331 0.640081 6.41281 1.04772 24.3588 1.17322 24.6363
19 9.25 0.727795 7.461 1.12256 27.0974 0.751828 27.1329 1.1721 9.38722 1.05492 9.11447 0.961786 9.60479 1.00387 9.84568 0.70784 7.38754 0.988269 28.4415 1.06791 29.048
20 9.75 0.77822 8.65071 1.03125 31.8295 0.822381 30.9074 1.29018 11.3611 1.26579 11.051 0.930171 11.0279 0.865657 11.1701 0.830313 8.65785 0.979192 32.9357 0.970451 33.5021
84000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.78722 0.436999 0.00140024 0.000342323
6 2.75 0 0 0 0 8.68886 3.16941 0 0 0 0 0 0 0 0 0 0 1.36024 0.933171 0.400908 0.146582
7 3.25 0 0 0 0 1.80066 4.08608 0 0 0 0 2.65122 0.449886 0.131223 0.022268 0 0 0.255527 1.06325 1.04655 0.679359
8 3.75 0 0 0.0294076 0.0199159 0.0628287 4.12864 0 0 0.000171001 3.86297e-05 2.31313 0.97221 2.23712 0.52743 0.00281157 0.00063484 1.60557 2.15091 1.48951 1.68838
9 4.25 0.00217931 0.000631195 1.38652 1.22567 0.0324836 4.15689 0.0165572 0.00480029 0.0263074 0.00766545 0.406384 1.09004 2.80008 1.33929 0.104349 0.0308907 1.22402 3.21559 1.57527 3.0586
10 4.75 0.200802 0.0732901 2.41961 3.8534 0.0733161 4.23654 0.451593 0.168319 0.443683 0.168316 0.758186 1.36458 0.907267 1.66781 0.518509 0.218636 0.577137 3.84254 1.15962 4.31828
11 5.25 2.37412 1.12252 1.1923 5.43495 0.229414 4.54093 1.8373 0.980889 1.40729 0.790712 0.791584 1.71467 0.477406 1.87895 1.07759 0.695224 0.780789 4.87849 1.05823 5.72233
12 5.75 2.66459 2.53491 0.967072 6.97353 0.602883 5.50033 2.44094 2.27569 1.94962 1.8249 0.673558 2.07195 0.526485 2.15822 1.4175 1.44714 0.947148 6.38573 0.675967 6.79803
13 6.25 0.315787 2.73266 0.867919 8.60479 1.09201 7.55326 1.58899 3.27143 2.16556 3.18196 0.799343 2.57286 0.661297 2.57263 1.503 2.38899 0.977034 8.22251 0.716807 8.14559
14 6.75 0.516721 3.11003 0.73221 10.2098 1.46858 10.7733 0.962471 3.97488 1.71144 4.43279 0.981033 3.28987 0.862998 3.20337 1.33053 3.36145 1.10398 10.6431 0.886131 10.0885
15 7.25 0.785959 3.7722 0.749168 12.1043 1.57702 14.7621 0.911822 4.74364 0.842481 5.14309 1.21227 4.31196 1.08946 4.12189 0.994892 4.20025 1.1031 13.4332 1.06788 12.7896
16 7.75 0.899471 4.63809 0.869069 14.6154 1.22946 18.3153 0.865905 5.57781 0.645028 5.76447 1.41955 5.67948 1.31726 5.3909 0.730843 4.90431 1.12045 16.6714 1.18817 16.2235
17 8.25 0.823298 5.53617 1.04678 18.0426 0.872573 21.1729 0.858972 6.5155 0.725983 6.55699 1.21587 7.00677 1.3904 6.9087 0.638962 5.60182 1.14808 20.4312 1.22258 20.2273
18 8.75 0.710203 6.4076 1.17667 22.3761 0.755975 23.9577 1.00795 7.75317 0.878569 7.6358 1.01966 8.25882 1.23852 8.42949 0.640876 6.38876 1.05013 24.2996 1.16797 24.5298
19 9.25 0.731065 7.41004 1.1347 27.0461 0.746373 27.0303 1.19557 9.39376 1.06231 9.09355 0.963901 9.58152 0.999559 9.8011 0.714066 7.36862 0.985631 28.3572 1.06822 28.9273
20 9.75 0.814222 8.65046 1.02266 31.7223 0.827876 30.8167 1.26218 11.318 1.24498 10.9916 0.915508 10.9772 0.878329 11.1402 0.834025 8.64013 0.974835 32.8157 0.977712 33.399
85000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.82003 0.443393 0.000967133 0.000235666
6 2.75 0 0 0 0 8.74096 3.17671 0 0 0 0 0 0 0 0 0 0 1.35003 0.934031 0.395023 0.143798
7 3.25 0 0 0 0 1.77999 4.07952 0 0 0 0 2.6884 0.454523 0.127944 0.0216312 0 0 0.249687 1.06067 1.04631 0.674489
8 3.75 0 0 0.0258894 0.0174689 0.0574159 4.11827 5.50651e-05 1.23907e-05 4.21462e-05 9.47522e-06 2.29904 0.971756 2.23338 0.524095 0.00254492 0.000572886 1.61821 2.15287 1.50356 1.6893
9 4.25 0.00260664 0.000752187 1.37967 1.21286 0.033669 4.14746 0.0197541 0.00572085 0.027212 0.00787099 0.396097 1.08618 2.82207 1.33933 0.100802 0.0296902 1.22152 3.21148 1.57865 3.05741
10 4.75 0.194255 0.0707857 2.42631 3.83821 0.0804042 4.23448 0.44269 0.165428 0.464644 0.175504 0.754961 1.35855 0.905052 1.66585 0.526614 0.219681 0.572795 3.83141 1.15429 4.30671
11 5.25 2.37124 1.11488 1.19119 5.41249 0.220121 4.52546 1.84808 0.97977 1.3973 0.791211 0.803606 1.71265 0.468243 1.87217 1.05528 0.684681 0.778106 4.86001 1.06063 5.70879
12 5.75 2.66395 2.52176 0.965633 6.94315 0.599116 5.47536 2.43388 2.26609 1.91627 1.80396 0.674087 2.0689 0.524235 2.14923 1.42441 1.43748 0.949107 6.36483 0.669612 6.77047
13 6.25 0.329614 2.72741 0.862792 8.55878 1.09409 7.52466 1.60307 3.26697 2.16934 3.15839 0.786295 2.55983 0.667177 2.56578 1.50428 2.37668 0.979789 8.20003 0.717043 8.11352
14 6.75 0.473518 3.07198 0.741378 10.178 1.45969 10.7134 0.944762 3.95493 1.74361 4.42807 0.98429 3.27658 0.855073 3.18844 1.34775 3.35809 1.09933 10.6016 0.887999 10.0534
15 7.25 0.806467 3.74894 0.750718 12.0694 1.58896 14.7177 0.915979 4.72437 0.82814 5.12372 1.21662 4.29856 1.09184 4.1056 0.987434 4.18755 1.10171 13.3779 1.06733 12.7431
16 7.75 0.917219 4.62864 0.866503 14.5638 1.22479 18.2444 0.852293 5.54242 0.63662 5.73478 1.41378 5.65555 1.31828 5.37091 0.721182 4.87976 1.11854 16.5987 1.18826 16.1647
17 8.25 0.802049 5.50032 1.04079 17.9589 0.878699 21.1115 0.867529 6.48595 0.729961 6.52868 1.21668 6.97882 1.38753 6.88002 0.637292 5.57291 1.14863 20.3466 1.21929 20.1431
18 8.75 0.750664 6.41802 1.17226 22.2604 0.764159 23.9162 0.989839 7.69695 0.869757 7.59275 1.01995 8.22665 1.24585 8.40421 0.647091 6.36455 1.04884 24.196 1.17051 24.4391
19 9.25 0.726604 7.41069 1.13365 26.909 0.742387 26.9611 1.17937 9.30937 1.05595 9.03642 0.964455 9.54523 0.996673 9.76684 0.722088 7.35178 0.982915 28.2275 1.06529 28.8085
20 9.75 0.818001 8.65232 1.03582 31.6279 0.820107 30.6982 1.28715 11.2644 1.24728 10.931 0.907649 10.9239 0.867736 11.0849 0.842803 8.63195 0.974987 32.6704 0.975957 33.2557
86000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.81297 0.440563 0.000879876 0.0002138
6 2.75 0 0 0 0 8.7545 3.17367 0 0 0 0 0 0 0 0 0 0 1.35623 0.932225 0.405537 0.147229
7 3.25 0 0 0 0 1.79392 4.08127 0 0 0 0 2.69187 0.453966 0.133996 0.0225982 0 0 0.265494 1.06654 1.06731 0.687213
8 3.75 0 0 0.0279717 0.0188275 0.0503711 4.11518 0.000204969 4.59184e-05 0.000564548 0.000126822 2.31513 0.973523 2.27896 0.53403 0.00225784 0.00050656 1.6208 2.15775 1.50248 1.69875
9 4.25 0.00171261 0.000492711 1.37567 1.20777 0.032016 4.14286 0.0240097 0.00696429 0.030632 0.00895335 0.421441 1.09496 2.81115 1.34408 0.0997144 0.0292405 1.23446 3.22489 1.56855 3.05472
10 4.75 0.187344 0.0678644 2.43154 3.83219 0.0736933 4.22242 0.464993 0.174305 0.477907 0.180929 0.755909 1.36698 0.893822 1.66574 0.521146 0.216784 0.574079 3.84466 1.16215 4.30937
11 5.25 2.35806 1.10358 1.21051 5.42801 0.230947 4.52694 1.86098 0.992274 1.38688 0.790526 0.790093 1.71426 0.458998 1.86749 1.09943 0.700023 0.773212 4.86423 1.04982 5.69367
12 5.75 2.68354 2.51724 0.951088 6.93182 0.588996 5.45847 2.42877 2.27267 1.96377 1.82578 0.654871 2.0595 0.518014 2.14057 1.41979 1.44851 0.93981 6.35058 0.666783 6.74823
13 6.25 0.317772 2.715 0.861918 8.54181 1.0956 7.50549 1.56916 3.24992 2.11837 3.14508 0.785383 2.54863 0.662925 2.55343 1.47165 2.36503 0.978253 8.17833 0.716036 8.08603
14 6.75 0.49755 3.07613 0.752124 10.1804 1.45586 10.6779 0.96288 3.94932 1.72389 4.39725 0.983559 3.26306 0.859645 3.17786 1.35318 3.34794 1.09694 10.5687 0.891156 10.0279
15 7.25 0.802516 3.74809 0.738169 12.0355 1.59911 14.6977 0.899267 4.70284 0.8266 5.08987 1.22964 4.29338 1.10221 4.1014 1.00861 4.19309 1.09972 13.3331 1.07566 12.7319
16 7.75 0.918391 4.62674 0.865059 14.5196 1.23949 18.2578 0.843124 5.51008 0.626488 5.68968 1.40724 5.6407 1.32199 5.3671 0.720564 4.88298 1.12856 16.5746 1.18773 16.1434
17 8.25 0.806615 5.50122 1.04638 17.9244 0.867067 21.0799 0.858377 6.44135 0.735393 6.48753 1.21748 6.96155 1.38887 6.8739 0.631597 5.56817 1.13975 20.2841 1.21731 20.1053
18 8.75 0.736106 6.39885 1.16877 22.2023 0.753936 23.84 0.994921 7.65548 0.887491 7.57056 1.01845 8.20442 1.23308 8.37868 0.643003 6.35286 1.04697 24.1171 1.16545 24.3721
19 9.25 0.750491 7.42162 1.12893 26.8199 0.748222 26.9012 1.16752 9.24766 1.06714 9.02587 0.957484 9.51019 0.991865 9.73137 0.730464 7.34903 0.985129 28.1476 1.06653 28.7356
20 9.75 0.803211 8.63769 1.03545 31.5253 0.815495 30.6081 1.30375 11.223 1.24224 10.908 0.911494 10.8912 0.869648 11.049 0.847706 8.63344 0.970413 32.5586 0.974321 33.1643
87000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.8276 0.441874 0.001226 0.000296404
6 2.75 0 0 0 0 8.81751 3.18036 0 0 0 0 0 0 0 0 0 0 1.36473 0.934114 0.393092 0.142079
7 3.25 0 0 0 0 1.78113 4.07693 0 0 0 0 2.71305 0.455227 0.135707 0.0227707 0 0 0.257701 1.06383 1.06051 0.675914
8 3.75 0 0 0.0266493 0.0178465 0.0505719 4.1108 2.28607e-05 5.10204e-06 0 0 2.31315 0.971711 2.27873 0.531568 0.00347337 0.00077551 1.62471 2.15214 1.52501 1.69744
9 4.25 0.00151116 0.000432945 1.36593 1.1924 0.0317936 4.13815 0.0249271 0.0071516 0.0299763 0.00859475 0.412599 1.09 2.80119 1.33467 0.0971074 0.0286166 1.23275 3.21242 1.56408 3.0427
10 4.75 0.208998 0.0752085 2.45139 3.82487 0.0712477 4.21467 0.457016 0.170784 0.478486 0.179914 0.745604 1.35696 0.906358 1.65918 0.529132 0.21807 0.567349 3.82183 1.16313 4.29205
11 5.25 2.38086 1.11564 1.19276 5.38932 0.22797 4.51376 1.81877 0.966163 1.40924 0.79619 0.793902 1.70415 0.468022 1.86386 1.07483 0.688108 0.769185 4.83096 1.04721 5.66594
12 5.75 2.68138 2.52103 0.965082 6.90755 0.590668 5.4432 2.41574 2.23325 1.91423 1.80024 0.655371 2.0479 0.512443 2.13264 1.4054 1.42526 0.94158 6.31258 0.670265 6.72063
13 6.25 0.302955 2.70861 0.848047 8.48362 1.09101 7.4713 1.61481 3.23384 2.14067 3.12668 0.783855 2.53361 0.647445 2.53382 1.50693 2.35901 0.977368 8.12943 0.708495 8.03767
14 6.75 0.509177 3.07632 0.751155 10.1118 1.45005 10.6151 0.92066 3.8992 1.71288 4.36456 0.976704 3.23946 0.85957 3.15503 1.35187 3.33601 1.09321 10.4996 0.886841 9.96041
15 7.25 0.771779 3.71927 0.749838 11.9867 1.59682 14.6088 0.915352 4.66231 0.8112 5.04084 1.22333 4.25932 1.09369 4.06681 1.00955 4.17765 1.1004 13.2517 1.06916 12.6344
16 7.75 0.899361 4.57536 0.862421 14.4507 1.23867 18.1486 0.836392 5.45903 0.631347 5.64225 1.41334 5.60564 1.32922 5.33299 0.716609 4.86027 1.12539 16.4678 1.18746 16.0278
17 8.25 0.81851 5.45824 1.02839 17.78 0.87151 20.9708 0.88089 6.40988 0.73277 6.43322 1.223 6.92577 1.38749 6.83067 0.63496 5.54566 1.14574 20.178 1.22377 19.9907
18 8.75 0.740274 6.3564 1.17803 22.07 0.756822 23.7275 1.00456 7.6296 0.8956 7.52063 1.01856 8.16249 1.23739 8.33309 0.653168 6.33872 1.04819 23.996 1.16814 24.2457
19 9.25 0.743133 7.36399 1.13691 26.6968 0.746694 26.767 1.17525 9.22427 1.09106 9.00106 0.957485 9.46167 0.993406 9.681 0.71201 7.30482 0.983442 27.9992 1.06514 28.5815
20 9.75 0.825631 8.60769 1.03333 31.3688 0.813144 30.4444 1.2842 11.1602 1.24491 10.8777 0.913515 10.8388 0.8762 11.0019 0.847574 8.58253 0.972382 32.3968 0.97309 32.9822
88000 20
1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.82873 0.440474 0.00114915 0.000276725
6 2.75 0 0 0 0 8.89805 3.19723 0 0 0 0 0 0 0 0 0 0 1.36686 0.931609 0.405621 0.146027
7 3.25 0 0 0 0 1.72884 4.06419 0 0 0 0 2.71292 0.453482 0.139478 0.0233141 0 0 0.253126 1.05855 1.05686 0.676003
8 3.75 0 0 0.0256706 0.0171259 0.0502539 4.09773 0 0 0 0 2.32053 0.969646 2.29177 0.53309 0.00635055 0.00141254 1.6293 2.14579 1.52042 1.69059
9 4.25 0.00326425 0.000931487 1.34752 1.17147 0.032145 4.12527 0.0161129 0.00460058 0.0301864 0.00862245 0.417288 1.08883 2.79443 1.33121 0.108906 0.0325131 1.2364 3.20518 1.56894 3.03492
10 4.75 0.190854 0.068965 2.46216 3.80548 0.0712563 4.20152 0.443696 0.162866 0.455251 0.171007 0.745345 1.35469 0.894182 1.65016 0.503227 0.212007 0.562731 3.80734 1.15581 4.27171
11 5.25 2.4024 1.11483 1.20671 5.38223 0.235878 4.50981 1.80412 0.948843 1.42717 0.792761 0.775463 1.69252 0.463064 1.8519 1.07099 0.678596 0.769206 4.81268 1.04757 5.64086
12 5.75 2.6678 2.5078 0.945366 6.8638 0.589337 5.43365 2.4385 2.22303 1.88642 1.77847 0.662886 2.0389 0.510838 2.11882 1.44599 1.43417 0.943673 6.29196 0.667306 6.68692
13 6.25 0.318386 2.70419 0.860046 8.45612 1.08339 7.43993 1.6052 3.21391 2.12723 3.0916 0.791035 2.5272 0.662146 2.52755 1.51142 2.36716 0.976812 8.1009 0.712218 8.00586
